x,y,z,remissions
-0.07242194,0.030072222,-0.009420107,21.0
0.11851487,0.18689372,0.0071866857,20.0
0.017390732,-0.082524925,-0.0078089074,7.0
-0.020166857,-0.05322951,-0.010391661,55.0
0.024869546,0.09945048,-0.009888964,42.0
0.0111728525,-0.08429772,-0.0054095485,23.0
-0.0063651614,0.018360758,-0.00082467735,19.0
0.050691154,-0.07509617,-0.007863032,36.0
0.19251794,0.05375197,-0.0046406724,28.0
-0.63123804,0.144225,-0.039943315,33.0
0.018786693,-0.0140082715,-0.00040904226,1.0
0.03769278,0.1153894,0.006510535,14.0
0.041731767,0.075815745,-0.0086838035,25.0
-0.017995624,-0.019257473,-0.009375974,15.0
0.006272415,-0.3863993,-0.0030352422,13.0
-0.31296074,-0.3526201,0.016216995,26.0
0.16592103,0.2826925,0.032890797,29.0
0.24787857,-0.09500278,0.021405168,10.0
0.030884689,0.046065394,-0.010124927,44.0
0.07940283,-0.02645999,-0.008722908,26.0
-0.49513116,0.3166496,-0.03965511,20.0
-0.26688316,0.08414794,-0.021581236,13.0
-0.0057176375,0.016511552,0.0012402479,55.0
0.0728813,-0.048863493,-0.005074721,19.0
-0.6345814,0.3761879,-0.028468937,55.0
0.5196915,0.08743282,0.0059790155,27.0
-0.17563814,-0.17767309,0.026611231,29.0
-0.07830409,-0.24580342,0.004908299,10.0
0.053211898,0.079517,-0.008673786,40.0
-0.072678745,-0.19689852,-3.672967e-05,11.0
0.0033662117,-0.016297791,-0.0001626621,4.0
-0.27679914,0.065177545,-0.023579402,16.0
0.13072504,-0.03934377,-0.005793445,26.0
-0.016427612,-0.08669186,-0.0097100455,16.0
-0.09672384,-0.079393335,-0.0091673555,6.0
0.84051144,0.4866396,0.044612493,18.0
-0.011916898,0.014549239,-0.0016685264,39.0
-0.2039544,-0.064424,0.007356992,7.0
0.54331356,-0.101383954,0.027514698,24.0
-0.007533417,0.013897958,2.7585691e-05,32.0
-0.012653571,0.013404187,0.002452974,24.0
0.13679124,0.20379728,0.012219199,12.0
0.05637348,-0.07362686,-0.0073306034,35.0
-0.4354946,0.36932626,-0.034124386,33.0
-0.0074610733,0.020566115,-0.0018140587,39.0
0.11220163,0.121847525,-0.007666401,32.0
-0.11288659,-0.016850874,-0.01012623,14.0
0.004237838,0.036514923,-0.010569945,51.0
0.022673864,0.10219078,-0.0074664955,14.0
0.045800917,-0.055878147,-0.006829671,11.0
0.004714022,-0.016194114,6.181519e-05,2.0
0.01767516,0.014446355,-0.010644769,20.0
-0.002645402,0.022021536,-0.0026644198,33.0
-0.072590336,-0.026996104,-0.00930363,9.0
-0.080876894,-0.091769114,-0.0096699195,4.0
0.09653396,-0.0016850065,-0.007819029,18.0
-0.16011693,-0.15237075,-0.012783129,7.0
0.61058843,0.091579914,0.041442048,35.0
0.043797396,-0.051900674,-0.0060250345,10.0
0.35251558,-0.16303441,0.00589778,15.0
-0.45669085,0.278,-0.039168257,12.0
0.10248291,0.00051871705,-0.007310159,24.0
0.009970882,-0.13107848,-0.00684339,12.0
-0.0057161916,0.022327797,-0.0030957265,29.0
-0.0064955754,0.019312361,0.0034828442,20.0
-0.12626037,-0.077645525,-0.013150433,42.0
0.1725741,-0.38851988,0.008088515,31.0
-0.074048944,-0.19689968,0.0129032135,10.0
-0.01083254,0.0149371065,0.0015234896,35.0
0.011694625,0.0953827,-0.0064838636,33.0
0.06520786,0.052260038,-0.009358633,29.0
-0.24691637,-0.20984524,-0.0149979275,10.0
0.007901693,-0.01552804,0.0013712136,1.0
0.028795432,0.030450318,-0.010111862,29.0
0.070302494,-0.020411458,-0.008794041,13.0
-0.06754273,-0.06749559,-0.011470594,19.0
-0.0048837615,0.027668947,0.00015692142,21.0
-0.70550144,0.26391652,0.0013144211,38.0
0.089692086,-0.021765092,-0.008367026,8.0
-0.7587662,0.16668674,0.02672129,30.0
-0.1561008,-0.15148365,-0.012161332,13.0
0.07521374,-0.03432445,-0.008295826,22.0
0.18167062,-0.21293463,0.020407341,25.0
0.14626804,0.11154747,-0.007098796,40.0
0.026488254,0.23954427,0.02290885,14.0
0.05503251,-0.054726005,-0.005985488,11.0
-0.080331065,-0.06997856,-0.011724161,37.0
-0.17186698,-0.17108884,0.010672827,29.0
0.086876474,0.02737538,-0.008610325,10.0
0.077445075,-0.23213194,0.017369231,8.0
-0.10684423,-0.0067407917,-0.008876951,27.0
-0.1316112,-0.038935047,-0.010849998,6.0
-0.712169,0.2347003,0.018587988,57.0
-0.11514486,-0.07014687,-0.013267708,37.0
-0.0048035355,0.020399885,0.00182619,35.0
0.2926105,0.0920352,-0.0018202354,11.0
0.032786068,-0.10072565,-0.009192887,23.0
0.055424243,-0.0985632,-0.008065783,15.0
0.1180826,-0.40017858,0.011945826,17.0
-0.38716057,-0.0930205,0.048749097,15.0
0.16437207,0.14800127,-0.0064099487,19.0
0.033623133,0.12042453,0.004300613,29.0
0.3002036,0.20028663,-0.0042203646,13.0
-0.10074218,0.0022509764,-0.009330172,21.0
-0.2045104,-0.49495307,0.036979266,57.0
-0.014004021,0.013838796,-0.0004949276,11.0
-0.029871345,-0.051947862,-0.010939744,26.0
0.042938277,0.120985456,0.00047051127,51.0
-0.7144973,0.10627244,0.02623527,60.0
0.081999876,0.015153374,-0.008529074,33.0
-0.119042866,-0.19882739,0.007971066,8.0
0.055686608,0.0769846,-0.008797448,44.0
-0.7273394,0.0320107,-0.036498953,45.0
-0.020714674,-0.019664366,-0.001157163,1.0
0.026447179,-0.013071011,-5.162662e-06,3.0
-0.0016737662,0.019604044,0.0008659204,24.0
0.08636965,-0.5217168,0.029380081,26.0
0.05227046,0.1207899,0.006552178,12.0
-0.0061628595,0.017413037,-0.0002869402,36.0
0.014394999,-0.055661328,-0.0093570715,17.0
0.6345089,0.40578535,-0.00013180454,40.0
-0.074617565,-0.027306153,-0.007972849,4.0
0.06366822,-0.08105332,-0.00041372242,50.0
-0.05838374,-0.0705989,-0.010259851,28.0
0.016751774,0.016600426,-0.010997302,1.0
-0.18844756,-0.063163415,-0.0011794044,6.0
0.07146189,0.1525548,-0.0035876238,16.0
-0.09231201,-0.07419424,-0.0100491,30.0
0.041108448,0.2175603,0.011022469,24.0
0.061872303,0.13539048,0.0016888686,30.0
-0.60169184,0.084348105,-0.022278827,30.0
0.6224179,-0.48961872,0.037899893,36.0
0.052665498,0.08751166,-0.00886394,30.0
0.08127364,-0.18220115,-0.0008008216,4.0
0.07541326,-0.0058821808,0.00056770624,2.0
-0.08510392,-0.019600859,-0.011730175,29.0
0.068062924,-0.073065214,0.0028589398,39.0
-0.2939883,-0.22412127,0.019826895,22.0
-0.007957802,0.01382229,-0.00021714812,17.0
0.132043,0.0031578834,-0.004081537,27.0
-0.004072994,0.01831158,0.00086168485,18.0
-0.17558372,-0.056881256,0.020963473,10.0
-0.00840936,-0.13146594,-0.00736517,11.0
-0.252204,-0.43332988,-0.0058634016,43.0
-0.07435064,0.025862535,-0.009456506,37.0
0.11221611,-0.012646551,-0.006966217,2.0
0.06922426,-0.123356186,0.0037782397,51.0
0.978104,0.066337444,0.035605326,15.0
0.030057972,-0.2267835,0.010068113,32.0
0.086958036,-0.071912386,-0.00283663,91.0
0.022210587,0.2213486,0.012359452,39.0
0.10799454,0.010094399,-0.0075276094,29.0
-4.5466182e-05,0.020038584,-0.002407199,37.0
-0.17854379,-0.06565595,0.008738212,21.0
-0.06389953,0.035814762,-0.010754215,44.0
-0.5199054,0.42176285,0.0011682203,33.0
0.24830288,0.072514765,-0.0030250824,8.0
0.13287501,0.1314908,-0.007214128,34.0
-0.1748775,-0.104247905,0.013272809,30.0
0.14061737,0.19354321,0.009608675,38.0
-0.0073583717,0.016327368,0.00113301,52.0
0.114054345,-0.0811741,0.011017598,12.0
-0.52111137,0.28152883,-0.04339145,9.0
0.045983233,0.0767108,-0.008974279,28.0
-0.18060648,-0.18500973,0.0009475843,33.0
-0.033119883,-0.0900172,-0.009810505,17.0
-0.045790374,-0.021801662,-0.010541493,25.0
0.03863364,-0.07741941,-0.007341588,33.0
0.055954255,-0.0087822145,0.00053384085,1.0
0.112007506,-0.0695559,0.011952632,78.0
-0.0005289015,0.021797037,-0.00054810155,23.0
0.07273118,0.14606766,0.004358421,39.0
-0.7596879,0.16494443,0.004341758,21.0
-0.55069274,0.29367208,-0.033691224,72.0
0.020713108,-0.07773637,-0.00885321,30.0
0.16085885,0.2811029,0.016746882,34.0
-0.22206768,-0.2883608,0.029347483,10.0
-0.010400173,0.017797763,0.00082793983,21.0
-0.06272843,0.03755706,-0.00761989,16.0
0.06015128,0.047932252,-0.00964824,22.0
0.060376693,0.08436438,-0.008201234,41.0
-0.06661392,-0.08560016,-0.010042972,20.0
-0.16866063,-0.09596838,-0.011970719,15.0
0.106013805,-0.4577381,0.025199855,29.0
0.07519118,-0.16975853,-0.0057374034,26.0
-0.032892905,-0.11765058,-0.010129476,29.0
-0.07478026,0.040703826,-0.009369536,12.0
-0.03574099,-0.14292413,0.0047843,12.0
-0.10860821,-0.021702059,-0.0106840655,12.0
-0.0052522435,0.019146442,0.0016008907,19.0
-0.0806603,-0.06903661,-0.011890195,26.0
-0.2033523,-0.43848574,-0.00472436,42.0
0.10796067,-0.034205668,-0.007641208,34.0
-0.5543366,0.30298764,-0.028023858,39.0
-0.09289381,-0.07381169,-0.00915032,15.0
0.12479834,0.017006494,-0.007284339,32.0
0.16872332,-0.11180262,0.002296372,12.0
-0.0019492141,0.022460205,-0.00091337634,7.0
0.11343403,-0.05258215,-0.006268053,13.0
0.0769185,0.1413719,-0.008688212,10.0
0.17754592,0.09081573,-0.0050131865,7.0
0.033468764,0.10595589,-0.009643207,43.0
-0.16914022,-0.09651501,-0.0123884855,12.0
0.030340252,0.21344876,0.0045160674,26.0
-0.43061462,0.36895105,-0.032795385,50.0
0.14696433,-0.03688762,-0.005264813,26.0
-0.17704092,-0.06311108,0.027855067,9.0
0.029265244,0.0893259,-0.010161642,25.0
0.06686887,-0.17875381,-0.001865444,8.0
0.07371996,0.027988864,-0.008831034,29.0
-0.17209777,-0.07054735,-0.002889311,2.0
0.016868033,-0.012481686,-0.009784933,4.0
-0.0119102895,0.0183683,-0.004550315,39.0
0.069055304,0.1511085,-0.0006668885,29.0
-0.21599217,-0.4444234,-8.6472806e-05,25.0
-0.05889729,-0.1121828,-0.01075092,13.0
0.027605178,0.22162761,0.0038203832,53.0
-0.06316462,-0.015538099,-0.0118751405,39.0
0.020064173,0.03070804,-0.0105474545,35.0
0.0464773,0.07261866,-0.008651303,19.0
0.01871188,0.031868137,-0.010626168,40.0
-0.013145183,0.014360539,0.0015698213,19.0
0.17993657,0.0088948095,0.0010061833,7.0
-0.06839414,-0.24315698,0.004320767,23.0
0.16258329,-0.035122048,-0.0032227852,3.0
-0.06512605,0.011354603,-0.012068796,29.0
-0.0062112785,0.015365732,-0.00051215594,39.0
-0.07395659,-0.24776651,0.00094765885,30.0
0.669055,0.5836539,0.06644641,30.0
0.6891054,0.5550457,0.006640849,59.0
0.15659145,-0.056963675,0.0086161345,17.0
-0.17029403,-0.06876869,0.015518717,26.0
-0.05077928,-0.06411347,-0.01098536,22.0
0.023335751,-0.07709717,-0.009391327,26.0
0.039776135,0.09095742,-0.009768971,25.0
0.7005916,0.54992664,0.01694567,49.0
0.08955889,-0.118891835,-0.0054580625,41.0
-0.016187763,0.01460625,-0.001723622,4.0
0.08971085,0.048648216,-0.008659221,32.0
-0.01080624,0.020102974,-0.00044221172,12.0
0.03793441,-0.07781154,-0.008015244,26.0
-0.635082,0.3740919,-0.01569683,44.0
0.15767121,-0.112839885,0.0010828829,8.0
-0.035440847,-0.107984476,-0.010303106,26.0
0.110945076,-0.07602257,0.011364519,23.0
0.019107396,-0.014056325,0.00031467387,2.0
-0.038241927,-0.08422569,-0.009999826,16.0
0.074315764,0.004089844,-0.008677435,41.0
-0.0075864745,0.0165474,0.0004512504,40.0
0.01662102,-0.014245937,0.00020632644,4.0
0.03987905,0.09975522,-0.009739181,39.0
0.032079186,-0.012423377,-0.0033851683,9.0
0.089222796,0.049987625,-0.008480178,48.0
-0.7479676,0.016973758,-0.037507463,41.0
-0.023688877,-0.019983243,-0.008911362,13.0
0.009637896,-0.10529181,-0.00999464,18.0
0.03654453,-0.01158559,-0.0016269262,6.0
0.089258954,0.1536088,-0.006514486,13.0
0.059101373,-0.27876773,0.008158751,4.0
0.027991354,-0.006318392,-0.010207878,34.0
0.087105624,-0.0011250697,-0.0080658905,29.0
-0.009688253,0.015741872,0.0006002662,28.0
-0.060388282,-0.14924121,-0.0062130154,8.0
-0.18169838,-0.06985665,0.019532971,22.0
0.047066994,0.12065837,0.0012207008,85.0
-0.0129052345,-0.12055817,-0.009584941,18.0
0.16480398,0.28123885,0.023136886,24.0
-0.007898642,0.016339125,-3.175927e-06,35.0
-0.03081451,-0.13888057,-0.0063105747,41.0
0.06796251,-0.0069752927,-0.00027423605,1.0
-0.20641434,-0.43529567,-0.006559036,27.0
0.13213967,-0.42425168,0.040282957,22.0
-0.5374533,0.27479205,-0.023294691,44.0
0.04314649,0.10244119,-0.009646725,46.0
0.67528725,0.26138446,0.008215376,14.0
0.035455983,-0.07751406,-0.0075623086,16.0
-0.7424348,0.0365709,0.012715241,51.0
0.0762805,-0.17476542,-0.0044272207,11.0
0.020465044,-0.025820458,-0.009473594,16.0
0.05780207,-0.047733128,-0.008103947,49.0
0.0024391096,-0.016359525,-0.00012991061,3.0
-0.73590297,0.032902356,-0.024179248,39.0
0.0552008,-0.008841735,0.0007416157,4.0
-0.0021908593,0.01881996,-0.005448019,40.0
-0.2676751,-0.08071394,0.0020982837,15.0
0.015379746,-0.13092154,-0.007623829,35.0
-0.72442174,0.040374633,-0.014057761,47.0
-0.7257821,0.105621435,0.008321089,42.0
-0.010003686,0.027233217,0.00010633107,13.0
-0.0025500495,0.01565789,-0.002581937,14.0
0.2359857,-0.07731441,0.008064303,7.0
-0.0033794902,0.019565163,0.00030149976,35.0
0.116472125,0.025331153,-0.007123205,35.0
0.08653251,0.14993913,-0.008012565,44.0
0.0037470006,-0.08582042,-0.008120166,16.0
-0.061899856,-0.08516658,-0.009748473,29.0
0.09552998,-0.0022012421,-0.0049744146,33.0
-0.018168595,-0.019199321,-0.00091844564,2.0
0.15941794,-0.3333279,0.0020636134,15.0
0.052963357,-0.077525064,-0.005610934,12.0
-0.02261624,0.22460206,-0.002639899,5.0
0.1345251,-0.2217778,0.0054334267,29.0
-0.10153129,-0.013745613,-0.011945316,14.0
-0.50981784,0.437739,0.0037529331,35.0
-0.011941699,0.025342952,0.00010267734,58.0
-0.02020396,-0.01946309,-0.0011365729,2.0
0.053272367,0.06621012,-0.009517138,25.0
-0.048797503,-0.007336376,-0.011906133,63.0
-0.015713584,0.015593372,0.001315207,6.0
-0.52743894,0.2666597,-0.044438582,27.0
-0.013676755,-0.019568754,-0.006864842,42.0
0.11588076,-0.063285224,-0.005349305,31.0
0.078023836,-0.2224277,0.01173464,37.0
0.035434052,0.2340205,0.031496834,14.0
-0.07103541,-0.19538037,0.0039554345,26.0
-0.090614386,-0.073456675,-0.011252554,46.0
-0.027660338,-0.14363809,0.00784533,3.0
-0.2693818,-0.050705466,0.008901638,11.0
-0.31877127,-0.2504881,0.015503638,23.0
-0.099950135,-0.07842727,-0.011271544,20.0
-0.30028877,0.1961294,-0.03251476,9.0
0.06267608,-0.07682108,-0.00192098,12.0
0.50810474,-0.07865877,0.01867365,32.0
-0.018941838,-0.014900404,-0.011238056,25.0
-0.017056912,0.01713449,0.0019027784,1.0
-0.0017503583,0.020543432,0.0017421942,25.0
0.086736076,0.03329486,-0.008602367,37.0
-0.12766364,-0.07076511,-0.013515057,13.0
0.40656564,-0.16865446,0.009220039,26.0
0.1819127,0.07121757,-0.005661454,34.0
0.24246785,0.091669336,-0.0035292108,26.0
-0.016847769,-0.042530917,-0.011037629,30.0
0.12603348,-0.39778963,0.0063364375,16.0
0.16015996,-0.408051,0.036193762,18.0
0.21860883,-0.313485,0.0072714966,23.0
-0.804056,-0.5682506,-0.013405018,24.0
0.034950897,0.12409233,-0.001507664,16.0
-0.24226876,-0.39257297,-0.010710333,37.0
-0.82772106,0.05062559,0.018963685,72.0
0.069892496,0.03677222,-0.0088446215,27.0
-0.08505216,0.043149427,-0.009939812,2.0
0.12089764,0.0012871864,-0.0046658423,46.0
0.07958805,-0.06180159,-0.0073820474,17.0
-0.18004599,-0.089649945,-0.0131828515,6.0
-0.14936379,-0.1481694,-0.011762693,14.0
-0.74814975,0.02534158,-0.013066272,43.0
-0.21406752,-0.06963737,-0.0065236967,4.0
-0.008153304,0.023881841,-0.0016540106,14.0
0.0489576,0.064804055,-0.009469078,42.0
0.18285511,-0.21326539,0.024478719,39.0
0.55146366,0.5457188,0.06555755,37.0
-0.5200087,0.41259733,-0.005213682,100.0
-0.023406776,-0.23492052,-0.0077491603,6.0
0.6617988,-0.08994921,0.03453493,58.0
-0.080510914,0.016248472,-0.009866604,28.0
-0.26026398,-0.04767347,0.01571974,24.0
0.080807514,0.085750856,-0.008404511,44.0
0.09045396,0.13870317,-0.008620345,37.0
-0.072727464,-0.24774517,0.013848097,9.0
0.17707783,0.15738294,-0.0059554917,29.0
-0.4031888,-0.35036314,0.008111147,24.0
0.5300687,0.08746718,0.027779443,31.0
-0.0067071947,0.016684672,0.0015194947,45.0
-0.013237161,0.020430245,-0.0069997767,9.0
0.068367735,-0.0719439,0.003413773,101.0
0.06330993,0.13113807,-0.0089830505,43.0
0.054252636,0.04673057,-0.009617606,40.0
0.00027746594,0.022078877,0.00080194505,17.0
-0.08580022,0.02273349,-0.0066739484,2.0
0.04721034,0.23842965,0.013503867,33.0
0.10516596,-0.0017805976,-0.0010280722,4.0
-0.0043327785,0.020685729,0.0016633349,20.0
0.17980878,-0.15319169,0.008579187,14.0
-0.7473537,0.10423574,0.010010192,45.0
0.3656286,0.08858998,-6.583641e-05,13.0
0.029941957,0.06297249,-0.0093657235,46.0
0.11308588,0.011247605,-0.007229523,42.0
-0.40485346,-0.34103903,-0.0041576186,74.0
-0.2440477,-0.015610774,-0.0155569725,18.0
-0.1761656,-0.111668736,0.0043690684,17.0
-0.081975624,0.024017949,-0.009959143,23.0
-0.029724227,-0.13352579,-0.008965989,41.0
-0.17384945,-0.109648414,0.019537693,101.0
0.018442307,-0.011649733,-0.01017186,21.0
-0.103439085,-0.07556743,-0.011117306,20.0
0.069282845,0.14690064,0.010588598,34.0
0.242488,-0.073904686,0.014083975,47.0
-0.022188999,-0.13302407,-0.008579327,27.0
0.02523386,0.21383926,0.0127925,18.0
-0.1637921,-0.018545927,0.00028764387,19.0
0.016054954,-0.12620224,-0.008829164,20.0
-0.009716856,-0.018972069,-0.007582606,10.0
-0.004000475,0.01550217,-0.001824106,17.0
0.0600286,-0.13220963,-0.0056034042,21.0
0.14208664,-0.21630624,0.01886873,4.0
0.06319248,0.14060964,-0.008321908,22.0
0.064798534,0.07584252,-0.009236383,31.0
-0.07672369,-0.070378244,-0.010850909,16.0
-0.012599067,0.014882619,0.0011209105,26.0
0.04816948,-0.07619657,-0.006430045,24.0
0.12226073,-0.16741568,0.011517507,87.0
-0.18339133,-0.104986705,0.019156909,11.0
0.034303058,0.03518849,-0.0102144005,49.0
0.17575586,-0.331805,0.0035389967,8.0
-0.55656725,0.041848503,-0.0333549,24.0
0.07692304,0.050069015,-0.009031764,33.0
0.1636564,-0.05859747,0.005979174,11.0
-0.21270838,-0.47685465,0.023984341,28.0
0.036156673,-0.028750015,-0.009601619,14.0
-0.32404777,0.2455202,-0.030568974,15.0
0.031811375,-0.12758845,-0.0060860873,11.0
0.078065455,-0.04921755,-0.005159594,8.0
0.038762286,-0.07881009,-0.007622039,11.0
-0.4783966,0.40873373,-0.008566826,31.0
0.044070076,0.031516187,-0.009891078,51.0
-0.05749498,-0.024701793,-0.0024149087,4.0
-0.16234726,-0.07546243,0.023823908,12.0
0.08243973,-0.17874353,-0.0011680559,36.0
-0.2180139,-0.046419825,-0.0013227101,43.0
0.7230996,0.54489464,0.018965865,36.0
-0.071383044,0.017586207,-0.011965154,33.0
0.13193928,0.12204885,-0.0076274034,20.0
0.009904611,0.09345152,-0.0070659956,24.0
0.031328943,0.057294685,-0.009586885,40.0
0.11090557,-0.11412638,-0.0052235075,12.0
-0.01127275,0.014217572,0.0009382037,35.0
-0.029991372,0.23029135,-0.013878658,8.0
-0.4743875,0.41646633,-0.00011047029,29.0
-0.060930975,-0.13672474,-0.010099707,36.0
0.11843392,0.04879076,-0.0076548047,36.0
-0.019386245,-0.019311951,-0.00021491977,1.0
0.09927227,-0.03154824,-0.008033319,43.0
0.84398335,0.48218083,0.05213222,39.0
-0.12192977,-0.14413126,-0.012373811,24.0
-0.7049629,0.27954164,-0.020521034,38.0
0.037148405,-0.50829417,0.0067609013,22.0
0.061704677,-0.07348467,0.0016413833,25.0
0.0036943008,-0.016260525,0.0012801373,1.0
0.06017074,0.12933111,-0.007975054,14.0
0.19588652,0.23511031,0.029088985,24.0
0.039403368,-0.17456238,-0.007250182,19.0
-0.409088,-0.3511265,-0.0011289042,18.0
0.2639411,0.3866332,-0.0036768059,52.0
-0.85849494,0.016483944,-0.0034466523,29.0
-0.08530242,0.012368263,-0.010354353,26.0
0.20447116,0.2308689,0.010607805,16.0
-0.21040824,-0.044800427,-0.004581346,23.0
0.11327633,0.028326973,-0.007202976,26.0
0.05079088,0.12508285,0.0072405864,21.0
0.06440058,-0.122043304,-0.0069179824,43.0
-0.0034568037,-0.05418966,-0.009913001,39.0
-0.016492557,0.015509223,-0.0024034656,38.0
-0.019244224,-0.085882455,-0.009685564,12.0
0.11319307,0.069636844,-0.007686088,18.0
0.0417422,0.11638938,-0.0016834518,36.0
-0.031925667,-0.14063497,0.007179374,34.0
0.08166953,-0.22487353,0.017904894,17.0
0.04109191,0.11539949,-0.008974109,49.0
-0.15697797,-0.11209535,-0.00892783,3.0
0.1643313,0.2840574,0.013811494,32.0
-0.07577962,-0.24709255,-0.008483361,5.0
0.003874449,-0.0161011,-0.0001300704,3.0
0.04009568,0.02588945,-0.009920432,44.0
-0.008130543,0.013579768,-0.00018509745,24.0
0.060542833,-0.072203316,-0.007995243,13.0
0.014529415,-0.014631205,0.0023420313,0.0
-0.17835931,-0.08695312,0.00949637,15.0
0.03342935,-0.011687145,-0.00075417204,16.0
-0.090127505,-0.041396864,-0.012441417,9.0
0.03432863,0.12608936,-2.2868813e-05,18.0
0.8518799,0.046285287,0.060554627,34.0
-0.5818875,0.27654943,-0.037260436,76.0
0.096060485,-0.0020792736,-0.0057420144,38.0
0.01926765,0.22291864,-0.0056246878,37.0
-0.31663874,-0.25105476,0.017006857,12.0
-0.08408163,-0.00011740018,-0.012344148,15.0
-0.16982467,-0.18617742,-0.0010115211,12.0
-0.069112055,-0.14528778,-0.007756146,7.0
0.6431702,0.008868657,0.04565581,41.0
0.12497138,-0.11621189,-0.0010126773,19.0
-0.058271743,-0.069840714,-0.008245791,9.0
0.06344915,-0.035766352,-0.009136707,33.0
0.083558954,0.017776245,-0.008572082,27.0
0.07247427,0.04509372,-0.00906186,23.0
-0.25878513,-0.033334788,0.001958266,18.0
0.08577312,-0.07215095,-0.0036790154,26.0
-0.0041007386,0.021234948,0.0013265685,30.0
0.67455107,-0.14313418,0.039639365,34.0
0.8210745,0.5148594,0.027747435,18.0
-0.18837872,-0.04293692,-0.005970544,19.0
-0.012794118,0.015992539,-0.0010661726,46.0
-0.010733095,0.01477826,0.00045276302,20.0
0.1620723,0.284489,0.021345293,19.0
0.0140636265,0.018098084,-0.010687761,1.0
-0.0412614,-0.022477765,-0.0032609312,8.0
-0.11031117,-0.013700881,-0.011153864,17.0
-0.019018766,-0.13413624,-0.006270458,9.0
-0.10738054,-0.04447848,-0.012564836,6.0
-0.048696592,-0.06547448,-0.008821189,28.0
0.040460046,0.12840101,-0.0077859377,18.0
-0.008692217,0.015837263,-0.0014979854,29.0
-0.15717445,-0.38552886,-0.0032699765,61.0
0.083848685,-0.004408998,-0.0061512105,27.0
0.31452093,-0.1430041,0.0039199204,13.0
0.021652875,0.09889434,-0.009765889,35.0
-0.056780122,-0.096740685,-0.010820814,10.0
0.16168946,0.21026154,0.008103811,9.0
0.012613557,-0.03296257,-0.010148271,34.0
0.11970752,-0.039891016,-0.004626791,24.0
-0.2165131,-0.032976482,-0.0046640844,44.0
0.03817506,-0.011999935,-0.004807118,23.0
0.07374674,-0.051064663,-0.00743781,21.0
0.038315635,0.11667492,-2.1490916e-05,21.0
-0.027041452,-0.020200163,-0.0023425177,11.0
-0.072292686,-0.24436922,0.003869762,24.0
0.064006,-0.17164831,-0.0060131084,34.0
0.24620059,-0.10007182,0.011185051,16.0
-0.017508538,-0.07904119,-0.009066529,11.0
0.035663493,-0.030567309,-0.0097630955,33.0
