x,y,z,remissions
-0.034222815,-0.0349716,-0.0118059525,65.0
0.02830325,0.026430175,-0.00045287117,25.0
0.05542191,0.021485614,0.002844751,85.0
-0.1895432,-0.08296703,-0.008382626,15.0
-0.0049392376,0.020323219,-0.00012410994,27.0
-0.01883526,0.020205412,-0.0020769732,30.0
0.045522984,-0.061386235,-0.006189217,20.0
0.047539417,-0.05669545,-0.0075677014,33.0
0.017145235,0.027321251,0.0055135163,25.0
-0.026493113,-0.06912508,-0.004994833,60.0
0.06406898,-0.007469699,-0.0008781974,3.0
0.033904012,-0.08901886,0.0043755467,45.0
0.03995772,-0.06382172,-0.0043548276,9.0
-0.049998596,-0.099932,0.0038435385,37.0
-0.3045554,-0.009251804,0.014582285,8.0
-0.106760226,0.009227665,0.0012157628,51.0
-0.0417689,-0.10652693,0.0059165866,43.0
-0.014201246,0.024419786,0.0013519505,14.0
-0.0040603327,0.021529894,0.0006693876,18.0
0.038297515,0.023968138,-0.0013961238,101.0
0.036383066,-0.053056628,-0.008641021,54.0
-0.1560622,-0.08179556,-0.0064609223,24.0
0.07793014,0.02191985,0.0051215854,31.0
-0.08567226,0.022204218,-0.0005251824,13.0
-0.009039319,0.02456815,0.000498076,12.0
-0.10744869,-0.109340586,0.004683668,66.0
-0.020070562,0.028013602,0.0013178606,25.0
-0.06509747,0.011806744,-0.006895271,56.0
-0.08869414,-0.07067696,-0.007870796,17.0
0.036121275,0.018159209,-0.0017934326,25.0
-0.0030225,-0.08923212,0.002899422,32.0
0.005076904,0.018763749,0.0003698416,26.0
-0.07284054,0.030963998,0.0033311169,26.0
0.0620847,0.017650153,-0.0054766797,89.0
-0.030095689,-0.086568974,0.00033590305,47.0
0.062334012,-0.09269289,0.0062059867,45.0
-0.12081456,-0.013743722,-0.008907917,34.0
0.0032297303,0.01598887,-0.00041005109,34.0
0.01182494,0.019797223,-0.0017338793,20.0
0.0016174318,0.016859354,0.00041984668,22.0
0.06612256,-0.060441718,-0.0058716964,28.0
0.07040012,-0.07723321,0.0009849821,49.0
-0.038462833,-0.072613,-0.0045940983,29.0
0.07706874,0.018944161,-0.0013852615,59.0
-0.0016841938,0.021888051,0.0012196524,40.0
0.1388348,0.015253929,-0.007808845,36.0
0.07705845,-0.075989954,0.0035145169,25.0
0.0336868,-0.0545223,-0.008608335,30.0
0.006704018,-0.061312836,-0.008284445,68.0
0.044193618,0.01819725,-0.005445359,100.0
-0.05597016,0.013871949,-0.004447094,73.0
-0.031581815,0.015464937,-0.0034603667,8.0
0.003433096,0.018541388,0.0027945766,39.0
0.0040644812,0.019404812,-0.0018357057,40.0
-0.010950655,0.018261028,0.00028246516,37.0
-0.09818033,-0.07368908,-0.007572687,19.0
0.008497167,0.0179192,-0.0006890746,46.0
0.00528985,0.016127108,-0.0011124397,42.0
0.016225701,-0.06110942,-0.008492447,50.0
-0.09381783,0.020678693,-0.0005700845,28.0
-0.14921932,-0.039899465,-0.014900221,34.0
0.02635445,0.027800933,0.002202064,101.0
0.00056311104,0.017155482,-0.0015228487,21.0
0.016354172,0.020515876,-0.0038518328,35.0
-0.005640717,-0.06905209,-0.0056108357,21.0
0.025118722,0.020464437,-0.002248578,29.0
-0.22731699,-0.14977412,0.030919531,101.0
0.0016069333,0.019216903,-0.0013383289,41.0
-0.06283767,-0.080399625,-0.004526612,53.0
0.048258215,-0.007937184,-0.004433633,14.0
-0.052305013,0.028316619,0.0059681367,100.0
-0.029313117,-0.05967725,-0.008340424,22.0
-0.00014532657,-0.10408242,0.0071869427,15.0
-0.039444074,-0.08101583,-0.002957676,39.0
0.029471727,0.023976656,-0.0012470717,36.0
-0.05677387,-0.10910808,0.005649699,45.0
0.0027829502,0.019264698,-0.0013133225,34.0
-0.031027025,0.026154958,-8.49752e-05,101.0
0.03611431,-0.06755094,-0.0033979265,33.0
-0.06304931,0.012827528,-0.0075013842,49.0
-0.064751044,-0.011895723,-0.0036807612,14.0
-0.0059658815,-0.069732,-0.004182477,51.0
0.0469991,0.020318853,-0.0015822737,80.0
0.10026699,-0.09918783,0.011645058,69.0
-0.024283295,0.022747768,-0.00070860406,30.0
-0.011787146,0.018374473,8.0008074e-05,14.0
-0.045774773,0.017059872,-0.0037674152,36.0
0.05597693,-0.0076181255,-0.003593833,32.0
0.034799807,0.025052276,7.482463e-05,40.0
-0.028737787,0.026873536,0.004468898,33.0
-0.06481609,0.032358494,0.0194114,37.0
0.030130731,0.02450405,-0.0023209353,28.0
-0.010641975,0.026103405,-0.00038379352,11.0
-0.059373386,-0.08966939,-0.00022519831,48.0
0.012294646,0.024213122,-0.002566978,26.0
0.06117575,-0.09518136,0.007812764,35.0
-0.09317574,-0.11323238,0.010408337,14.0
-0.0631988,-0.08423411,0.010009995,48.0
0.0048619974,-0.076009,-0.0025000016,43.0
0.020567318,0.027553009,-0.0009964198,17.0
0.120842695,-0.052443616,-0.006604106,27.0
0.03908845,-0.008358433,-0.0020039198,22.0
-0.057874613,0.020950317,0.004250045,36.0
-0.0084441705,0.021613581,-0.0006724702,40.0
0.031468734,-0.06801104,-0.0030360701,55.0
-0.02027029,0.02181343,-0.0030457044,7.0
0.0029174841,0.025292402,-0.0019635183,4.0
0.07559997,-0.09412829,0.0067074685,34.0
-0.054353096,0.014330265,-0.005204596,48.0
0.022447946,-0.09146056,0.006139568,31.0
0.011076039,0.025904747,-0.0029362745,9.0
-0.0341277,0.023940885,-0.0016087766,22.0
0.02181889,-0.008660743,0.00058192183,55.0
-0.074007794,-0.08926955,-0.0006881015,49.0
-0.023349652,-0.086477645,0.0005002787,39.0
-0.2848856,-0.20156097,0.026117358,7.0
-0.01042467,0.025814936,-0.0009673397,8.0
-0.06951501,-0.07506938,-0.006903208,33.0
0.25157714,-0.0671276,-0.0005452342,9.0
-0.077377826,0.032908708,0.0027306152,34.0
-0.0007875501,0.016824769,-0.0020233372,45.0
0.0012248622,0.018441185,-0.00010967239,37.0
-0.038617156,-0.07018631,-0.00602339,28.0
-0.05638066,0.01487536,-0.0052861,46.0
0.0025035418,-0.010508768,-0.0050374554,34.0
-0.012050922,-0.07996617,-0.00047988293,36.0
0.08716403,-0.06342139,-0.0029168995,33.0
0.013407142,0.022198984,-0.0024514433,13.0
0.08985289,0.016880445,0.009738212,16.0
-0.011830375,0.025780313,0.0016851955,17.0
-0.015989402,-0.07687201,-0.0012197074,47.0
0.35066202,-0.24417056,0.02868086,19.0
0.0071931668,-0.08012401,-0.00016845469,13.0
0.008611492,0.019010382,-0.00016391551,20.0
-0.02639512,-0.04610714,-0.011042898,37.0
0.019271096,0.028939538,0.0026020738,32.0
-0.0041830353,-0.039271377,-0.011355937,34.0
-0.0032805041,-0.079262376,0.00013843141,25.0
0.018022146,0.025322167,-0.0009007221,25.0
0.022379294,-0.06684589,-0.00394118,31.0
-0.0034842745,0.018247902,-0.0015045111,29.0
-0.041361187,-0.11444622,0.009107259,30.0
0.035256907,-0.06937508,-0.0024047804,26.0
0.039309517,-0.08870697,0.0042701783,32.0
-0.07643269,0.035300676,0.009562535,27.0
-0.104642235,0.011035275,0.0003856422,35.0
0.0043889247,0.019978601,0.0012152472,38.0
0.01653356,-0.08112009,0.0006213344,21.0
0.085440986,-0.08535156,0.004386189,30.0
-0.059546296,-0.011531492,-0.005146418,100.0
0.040201873,-0.04010376,-0.010366646,79.0
-0.0069078654,-0.050890975,-0.0106749525,45.0
0.07044791,0.016835041,-0.0040495847,29.0
0.05187449,0.017467774,-0.0060236463,42.0
0.030180866,-0.06029608,-0.007420292,26.0
0.04778531,-0.062591106,-0.0042510238,9.0
0.051448442,-0.007689021,0.0010896628,4.0
0.06438292,-0.008327604,-0.0027550072,3.0
0.00013538248,0.018038834,-0.0012171525,47.0
0.019361317,0.023986178,-0.0011895823,37.0
-0.018362548,0.020587958,-0.0037054173,26.0
-0.018298056,0.02101985,0.0020856573,23.0
0.058826283,0.025091536,0.0050333026,95.0
0.0140177645,-0.0754127,-0.0023703082,34.0
-0.030358115,-0.105247095,0.009044207,5.0
-0.02142848,0.027545925,0.0015359294,50.0
0.0405285,0.02498208,0.00044873275,49.0
-0.02141972,0.026058244,-0.0011072062,35.0
-0.038418125,-0.06553451,-0.0077698394,31.0
0.04844967,-0.13464786,0.03834329,59.0
-0.0029578097,0.025760476,-0.0016495353,9.0
0.032670543,-0.06370669,-0.0055215373,33.0
-0.17769657,-0.1136854,0.0036084626,6.0
-0.043887377,-0.08113415,-0.0032050882,37.0
0.021234741,0.024592005,-0.00075435475,24.0
0.0025643122,0.018623231,-0.0012321511,43.0
0.005348597,0.015359079,-0.001003278,28.0
0.022717265,0.025995463,0.0014529637,21.0
-0.043692548,-0.104604214,0.005207228,40.0
-0.012584851,0.017169854,-0.0014774161,41.0
0.051686633,0.02517576,0.0046358122,47.0
-0.0587529,-0.05693552,-0.010263001,21.0
0.081484705,-0.055418536,-0.0070291236,20.0
-0.058482513,-0.045347344,-0.012044338,32.0
-0.06940437,0.03136645,0.0017416972,51.0
-0.013424694,0.025429912,0.0018746882,5.0
0.039416663,0.018087981,-0.0020072795,39.0
-0.03397444,0.024765505,0.0029030696,9.0
-0.08352423,0.010077961,0.0058092144,37.0
0.11061747,-0.03739892,-0.008779856,35.0
-0.024681747,0.022348661,0.0014013404,17.0
0.028888207,-0.06111347,-0.0073076114,55.0
0.05633282,-0.050349664,-0.008461473,27.0
0.047336727,-0.10310698,0.009885991,23.0
-0.021050263,-0.08863419,0.0017332877,20.0
0.243225,-0.06919268,0.0014123245,26.0
0.0010314898,-0.07775862,-0.0006107825,27.0
0.0475702,-0.060821407,-0.005805818,13.0
-0.0742847,-0.07871884,-0.0058429018,31.0
-0.028102595,-0.010228508,-0.0005220052,46.0
-0.0025770054,0.018313153,-0.0019274364,20.0
0.00622418,0.01821045,0.0008469694,34.0
-0.051671114,-0.09612438,0.0020763783,40.0
0.008628334,0.016985327,0.0006552968,8.0
0.039005794,0.00110997,-0.011220233,34.0
0.013655688,-0.07808263,-0.0016881032,16.0
-0.023823312,-0.07653489,-0.001861018,68.0
-0.0012417559,-0.06295411,-0.0073411204,41.0
0.023108682,0.026564764,0.0029751633,22.0
-0.013772922,0.016086182,-0.004401714,50.0
0.011004858,0.021729343,-0.0032715832,38.0
-0.104396366,0.011101469,-0.008299383,11.0
-0.027229294,0.022783378,-0.0015066889,51.0
0.038105626,0.022428015,-0.0040084072,34.0
-0.011582563,-0.079202026,-0.00016761335,26.0
0.06668812,-0.04445863,-0.009344419,38.0
0.050691165,0.024603374,0.0037820584,59.0
0.05622327,0.015275524,-0.006638031,56.0
0.08038689,0.021840638,0.006716904,34.0
0.06890874,0.016327439,-0.0045050452,55.0
-0.03361296,0.024126684,-0.0015967258,31.0
0.034669723,0.024574796,0.0020337945,28.0
-0.023845071,-0.010442446,-0.0028141264,10.0
0.03355401,-0.0046380977,-0.009739828,11.0
-0.027446106,0.024342107,0.0023916434,26.0
0.0029579313,0.017906202,0.0008685775,20.0
0.008624885,-0.084763266,0.0019483737,25.0
-0.013275416,0.018138556,-4.7068224e-05,6.0
-0.03449833,0.014240323,-0.009004983,42.0
-0.01451008,-0.07288062,-0.0035824075,36.0
-0.0023543763,0.020473456,0.000827727,39.0
0.043531414,-0.008138819,-7.75e-06,11.0
-0.03433808,0.024160076,-0.00024914704,24.0
0.13496055,-0.06469122,-0.0006007544,18.0
-0.19969997,-0.111197226,-4e-05,29.0
0.095749035,-0.071733736,0.00089791114,28.0
0.022035515,0.025836775,0.0010374825,50.0
0.13850981,-0.0032641643,-0.007479299,23.0
0.027513621,-0.008780717,-0.003622889,9.0
0.005240986,-0.008968873,0.000537138,10.0
-0.1440377,-0.03751901,-0.015223981,12.0
-0.2901339,-0.09393443,-0.00883781,21.0
0.102603704,-0.065845124,-0.002596314,29.0
-0.025445163,-0.07444642,-0.0028848809,49.0
0.114109084,-0.05774067,-0.0051811985,10.0
0.020736141,-0.103305,0.0070723,35.0
0.030466603,0.016700717,-0.005654635,14.0
0.026074328,-0.07346858,-0.0022592412,23.0
0.014044756,0.02209688,-0.00015536923,20.0
0.004933119,0.018803932,0.0002578901,8.0
-0.017778734,-0.105225876,0.008192712,27.0
-0.026884932,0.022840446,-0.00095458876,34.0
0.047089774,-0.07498029,-0.0012054703,19.0
-0.0069808895,-0.11446439,0.009992562,21.0
-0.04143507,-0.08632695,-0.0007520829,32.0
-0.009053012,0.026187876,0.0014327522,38.0
0.2370172,-0.11993376,0.0055642454,21.0
-0.015891757,-0.06474843,-0.0069484897,38.0
0.050365735,0.026904099,0.0021836397,69.0
-0.012613531,0.017102327,-0.0016799301,37.0
0.087491766,0.015821088,-0.0047996985,30.0
0.11993403,-0.06011086,-0.004145626,19.0
-0.28214094,-0.19645841,0.022413487,15.0
0.04790607,-0.101805575,0.008203247,43.0
0.008452538,0.015750712,-0.00038067866,38.0
0.0135096405,-0.08029989,-0.00017051131,27.0
-0.045383044,-0.011348922,-0.0041503543,30.0
0.0457711,0.026961239,0.0006026902,66.0
0.006277556,0.017590554,-0.0004695113,39.0
0.047890887,-0.0888687,0.0044429093,40.0
-0.47584727,-0.013208503,-0.022032602,11.0
0.008738086,0.019050485,0.0001975434,20.0
-0.010976453,-0.07702821,-0.0021054086,37.0
-0.029034806,0.023120161,-0.0026474355,29.0
0.001233972,0.018054118,-0.0013606601,40.0
0.03789709,0.023205174,-0.0035129013,91.0
0.00049279025,-0.064168744,-0.0068125585,44.0
0.0039770324,0.019957481,0.00054355257,12.0
-0.048232097,0.013730174,-0.0017424517,100.0
0.04066942,0.028561741,0.0011364663,100.0
0.048369348,-0.056373723,-0.006877723,40.0
0.025971051,-0.008780614,0.0021576304,1.0
0.062498085,0.016769696,-0.0051154317,40.0
-0.16390088,-0.09010527,0.012193461,36.0
-0.035660572,-0.09203373,0.00093028427,58.0
0.08954375,-0.068238765,-0.0013165891,30.0
0.08629374,-0.06628733,-0.0023173399,37.0
0.016316354,-0.13269457,0.015185184,11.0
-0.0761166,-0.09386211,0.0006749337,33.0
-0.09346385,0.011575283,0.004507213,36.0
0.031221248,0.029908735,0.00032448766,38.0
0.032361746,-0.081653155,0.00065919413,20.0
-0.0094753,0.019820847,-0.0016518716,39.0
0.002024444,0.017740788,-0.00020881667,38.0
0.09622955,0.016137837,-0.0071481876,36.0
-0.014977452,-0.093402974,0.0050735096,31.0
0.08590631,-0.06280487,-0.0034929723,18.0
-0.07029298,-0.011838695,-0.0022027732,85.0
0.052083276,0.019836608,0.0017027801,62.0
0.059990723,-0.074693464,-0.0005684951,50.0
0.06669895,-0.007304724,0.0002459144,5.0
0.024115546,-0.06806245,-0.00362002,94.0
-0.17226328,0.0054135914,-0.012958907,12.0
-0.007893156,0.025995746,0.0010389348,14.0
-0.01267592,0.01803601,-0.0025116873,29.0
0.020593435,-0.080791265,0.0017464522,36.0
-0.008821496,-0.10616336,0.008589887,16.0
-0.00041752835,0.018833617,-0.0027656679,22.0
-0.0140773505,0.015978862,-0.0023849132,18.0
0.023171367,-0.009034138,-0.0051694023,1.0
-0.052385204,0.026232556,0.0033677872,72.0
-0.011848585,0.017546425,-0.0011837247,32.0
-0.026468761,0.022115625,-0.0034609847,25.0
0.029924827,0.0265405,0.0013758164,15.0
-0.11220166,0.001057507,-0.015071272,25.0
-0.13788491,-0.09661981,-0.0009991048,34.0
-0.091043,-0.06712268,-0.009160401,49.0
0.040572338,0.016971776,-0.0030521937,30.0
0.03919838,0.025484916,-0.0009058905,34.0
0.009299976,0.023122752,-0.004549939,28.0
0.080583155,-0.034238722,-0.009805471,12.0
0.00026396965,0.017585129,-0.002003791,25.0
0.0608743,-0.06929176,-0.001964226,22.0
-0.14981744,0.0058863433,-0.0057860864,39.0
0.077459954,0.022196654,0.008085288,60.0
-0.09225127,-0.11179043,0.008331718,35.0
0.008561657,0.018769477,-0.0023103845,36.0
0.04440782,0.02688374,0.0031841265,101.0
-0.036062464,-0.03399543,-0.01195778,57.0
-0.07594412,0.021332627,0.00028910895,46.0
0.13206846,-0.04872263,-0.0073281564,21.0
0.018608743,0.026585912,-0.0005041088,41.0
-0.035092108,-0.0734731,-0.0039252783,25.0
-0.25172746,0.00580041,-0.014077602,37.0
0.027034093,-0.06776149,-0.0046410896,29.0
-0.017695501,0.027426496,0.002631864,24.0
0.038365934,-0.032033417,-0.010388773,39.0
0.1170972,-0.0755508,0.0034544694,50.0
-0.1207595,-0.012415379,-0.012652128,18.0
-0.07153791,0.027089013,0.00028035548,44.0
0.00867909,0.01718913,0.0019321787,51.0
0.02067346,-0.031797875,-0.010905648,36.0
-0.023664083,0.02374683,0.00038035325,61.0
0.16294283,0.02098909,0.0024947573,37.0
-0.02258647,-0.07595846,-0.0016876279,30.0
0.08659395,0.015175367,-0.007799668,31.0
-0.046127822,-0.09280186,0.0009767774,57.0
-0.019184904,-0.09151375,0.00357571,29.0
-0.014199943,-0.07224423,-0.003407731,44.0
0.14427547,0.01679532,0.015471441,45.0
-0.08932227,-0.110421985,0.008437892,14.0
-0.0026927765,0.019995049,-0.0010114599,59.0
0.018296445,-0.040902216,-0.010811215,52.0
0.049977295,0.01831877,0.0009105145,101.0
0.023334086,-0.018467858,-0.010585818,18.0
0.08451948,-0.04791624,-0.008431773,45.0
-0.102127954,-0.06622135,-0.009622218,24.0
-0.0654317,-0.0977407,0.001786085,62.0
0.012261705,-0.06319877,-0.005338052,65.0
-0.07426318,0.02997412,0.0009085934,11.0
-0.013689075,0.017833503,-0.0026210903,27.0
-0.0065382095,0.01570704,-0.00793352,21.0
0.07530346,0.025357047,0.004720666,30.0
0.006026791,0.016897194,-0.0016263372,25.0
-0.00038776337,0.01721973,0.0010232964,38.0
0.016683964,-0.06328041,-0.0064398237,44.0
0.035627946,0.018028202,0.0005296962,36.0
0.005247216,0.016601622,-0.0012419284,19.0
-0.021390606,0.026882045,0.0032655522,31.0
0.039076086,-0.04575222,-0.0097925225,25.0
-0.027670871,0.01781216,-0.0015864488,68.0
-0.054201234,-0.10555482,0.00522216,56.0
-0.004403404,0.018982524,-4.0804924e-05,31.0
0.11011267,-0.030951276,-0.009263104,10.0
-0.08753777,0.013504634,0.0044094524,29.0
-0.02798175,0.017559726,-0.0038515036,25.0
-0.0067853564,0.020104226,-0.0015135008,25.0
-0.032084983,0.02292827,-0.004263173,23.0
-0.00085202965,0.01767389,-0.00047880385,14.0
-0.012016295,0.018567258,-0.00042851432,28.0
-0.639754,-0.17970626,-0.014151647,23.0
0.034200825,0.025251897,0.0008905224,27.0
-0.01229969,0.025140101,0.001986529,36.0
0.003645887,0.01576696,-3.3887252e-05,28.0
-0.00013703444,-0.039257318,-0.011288085,35.0
-0.0030630613,0.021767247,0.0010943167,37.0
-0.10062331,-0.06472308,-0.01061457,58.0
-0.0027169837,0.021567684,-0.001047959,26.0
-0.097161196,-0.0004409066,0.016608246,34.0
0.042876873,0.019107949,-0.0014505899,101.0
0.02563323,0.022566948,-0.0030299164,18.0
-0.037801173,0.028002039,0.0030668797,77.0
-0.010515752,0.01971081,0.00038214886,31.0
0.022959426,-0.008886939,-0.00024063727,1.0
0.013910164,-0.009186003,-0.007773152,15.0
-0.0015001305,0.025028702,-0.0017401366,9.0
-0.04507992,0.039743297,0.01250032,25.0
0.025914514,-0.063628525,-0.0060953395,27.0
-0.06384892,0.010215512,0.01732583,13.0
-0.051132686,-0.067536004,-0.007023946,40.0
-0.05320623,0.026400229,0.0043304837,100.0
0.039145354,-0.008327744,-0.0035506834,12.0
-0.28425124,-0.20576358,0.026939416,9.0
0.00878267,0.015460296,-0.0010625968,49.0
0.0013317849,0.018178897,0.0013993393,20.0
0.0053185644,-0.009149224,0.0006491245,14.0
-0.02714823,-0.064331494,-0.0063300184,26.0
0.061885923,-0.06587877,-0.00383581,19.0
0.0079010045,0.023820678,0.0067246635,16.0
0.021517837,-0.10282077,0.0074562007,100.0
0.019472897,0.023314118,-0.0016983334,16.0
0.006951568,-0.06246668,-0.0071610883,38.0
-0.031151617,-0.07083097,-0.005071674,27.0
-0.07015139,-0.063009575,-0.01019371,34.0
0.008048866,-0.012309332,-0.0068581086,13.0
-0.04410251,-0.08153187,-0.0030426204,48.0
0.17017335,-0.00074252597,-0.007876379,15.0
-0.0053753066,0.019395875,-0.0010865198,26.0
0.08754876,-0.006505997,-1.536328e-05,6.0
-0.039551955,-0.010731205,-0.0033189338,33.0
0.0029740373,0.017848685,-0.0010464989,29.0
-0.09412183,0.011556708,0.0049034017,43.0
-0.012247254,-0.09070187,0.0026204356,37.0
0.28317738,-0.07513602,0.007825488,24.0
-0.017383806,-0.07900034,-0.0006353259,33.0
-0.019978577,-0.074613154,-0.0029808418,44.0
-0.036874183,-0.10648629,0.0069121504,26.0
-0.00031562144,0.019654589,0.0005627995,35.0
0.053430457,0.023621356,0.006635331,100.0
-0.045754567,-0.10378855,0.004773756,18.0
0.0296943,0.02537926,0.00014316374,24.0
0.011105027,0.018207243,-0.0023055202,39.0
-0.011662992,0.025438983,0.0023106441,10.0
0.0016429729,0.016607096,0.0015863065,30.0
-0.004987482,0.019285161,-0.00073042203,30.0
0.048798267,-0.09821737,0.007572891,16.0
0.05235099,0.024824498,0.008586614,40.0
-0.025664926,-0.1059243,0.0077359267,51.0
0.02996049,-0.07987787,-0.00034244347,28.0
-0.007082375,-0.07120775,-0.0031743655,54.0
-0.7272851,-0.16043638,-0.002989526,26.0
-0.0037596123,-0.07173768,-0.004292998,45.0
-0.0115362005,-0.066373006,-0.006237695,40.0
-0.023335341,0.023221582,-0.0017771759,19.0
-0.059914894,0.018043742,0.0014309167,69.0
-0.0029759859,0.018094046,-0.00063714205,33.0
0.007097598,-0.08764079,0.0026864118,15.0
-0.0475821,-0.074202165,-0.00560757,25.0
0.07376406,-0.006518388,-0.00385497,33.0
-0.02397688,0.022280691,-0.0033477764,17.0
0.008828345,0.015322004,0.0011869385,35.0
0.027290735,-0.023866003,-0.010424516,12.0
0.049385983,0.031075943,0.0015585414,9.0
-0.035804685,-0.07842108,-0.0018359072,18.0
0.0020703527,0.017677324,0.00071485515,18.0
0.00030458887,0.017107662,0.0016264394,33.0
0.019031119,0.027290618,0.000824758,21.0
-0.15898074,-0.10062,-0.00039398024,24.0
0.0005675161,0.018159606,0.00020613018,31.0
0.039929282,0.017477881,-0.005467673,50.0
-0.008653194,0.01810113,-0.0019353997,37.0
0.104736276,-0.051332444,-0.0074200747,32.0
0.1124569,0.0030233527,-0.009545501,52.0
0.028359653,-0.006359925,-0.010338941,27.0
-0.1592214,-0.099145144,-0.00039276495,21.0
0.011813307,0.018408185,-0.0014336165,5.0
-0.0056795706,0.018600259,-0.0018007203,31.0
-0.0104358755,-0.056749042,-0.009390926,38.0
-0.0056424853,-0.092518814,0.0031882415,35.0
-0.0971617,-0.1101308,0.0047693388,27.0
0.07794206,0.023072693,0.007726643,30.0
-0.085170336,-0.0867305,-0.0025887098,37.0
0.07767443,0.024639782,0.00515541,28.0
-0.11195878,0.008929326,-0.0056306454,48.0
-0.008923566,0.018492218,0.0003512257,45.0
0.006216599,0.020308223,-0.0034566065,33.0
0.108771294,-0.08658261,0.0069210534,35.0
0.05565837,-0.07739979,-0.00038267294,98.0
0.23923673,-0.14080873,0.00901487,35.0
-0.22282371,-0.14179039,0.0095922565,1.0
0.022120047,0.02192785,-0.0015015372,50.0
0.08008386,-0.087856874,0.0066046957,31.0
0.0032079108,0.017547518,0.0008193907,35.0
0.07618021,0.023406988,0.009757094,32.0
0.064802736,0.012572902,-0.009691185,55.0
0.14632134,-0.06696026,0.00028079684,25.0
